CASENUM,PSU,PSU_VAR,PSUSTRAT,REGION,REGIONNAME,URBANICITY,URBANICITYNAME,STRATUM,STRATUMNAME,PJ,WEIGHT,PEDS,PERNOTMVIT,VE_TOTAL,VE_FORMS,PVH_INVL,PERMVIT,MONTH,MONTHNAME,DAY_WEEK,DAY_WEEKNAME,WKDY_IM,WKDY_IMNAME,YEAR,YEARNAME,HOUR,HOURNAME,HOUR_IM,HOUR_IMNAME,MINUTE,MINUTENAME,MINUTE_IM,MINUTE_IMNAME,HARM_EV,HARM_EVNAME,EVENT1_IM,EVENT1_IMNAME,MAN_COLL,MAN_COLLNAME,MANCOL_IM,MANCOL_IMNAME,RELJCT1,RELJCT1NAME,RELJCT1_IM,RELJCT1_IMNAME,RELJCT2,RELJCT2NAME,RELJCT2_IM,RELJCT2_IMNAME,TYP_INT,TYP_INTNAME,REL_ROAD,REL_ROADNAME,WRK_ZONE,WRK_ZONENAME,LGT_COND,LGT_CONDNAME,LGTCON_IM,LGTCON_IMNAME,WEATHER,WEATHERNAME,WEATHR_IM,WEATHR_IMNAME,SCH_BUS,SCH_BUSNAME,INT_HWY,INT_HWYNAME,MAX_SEV,MAX_SEVNAME,MAXSEV_IM,MAXSEV_IMNAME,NUM_INJ,NUM_INJNAME,NO_INJ_IM,NO_INJ_IMNAME,ALCOHOL,ALCOHOLNAME,ALCHL_IM,ALCHL_IMNAME
202304653156,47,47,9,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",2,Rural Area,10,Stratum 10 - Other,4153,218.1275432,0,0,1,1,0,1,1,January,1,Sunday,1,Sunday,2023,2023,0,0:00am-0:59am,0,0:00am-0:59am,20,20,20,20,32,Culvert,32,Culvert,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,1,Yes,1,Yes,5,Entrance/Exit Ramp Related,5,Entrance/Exit Ramp Related,1,Not an Intersection,4,On Roadside,0,,3,Dark - Lighted,3,Dark - Lighted,1,Clear,1,Clear,0,No,0,No,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured/Property Damage Only Crash,0,No Person Injured/Property Damage Only Crash,1,Alcohol Involved,1,Alcohol Involved
202304653160,39,39,7,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,8,Stratum 8 - NLMY PV Minor Injury,4154,128.45262486,0,0,2,2,0,3,1,January,2,Monday,2,Monday,2023,2023,16,4:00pm-4:59pm,16,4:00pm-4:59pm,49,49,49,49,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,Front-to-Rear,0,No,0,No,3,Intersection-Related,3,Intersection-Related,3,T-Intersection,1,On Roadway,0,,1,Daylight,1,Daylight,1,Clear,1,Clear,0,No,0,No,2,Suspected Minor Injury (B),2,Suspected Minor Injury (B),3,3,3,3,2,No Alcohol Involved,2,No Alcohol Involved
202304654456,63,63,16,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,9,Stratum 9 - LMY PV No Injuries in Crash,4135,137.52015994,0,0,2,2,0,4,1,January,2,Monday,2,Monday,2023,2023,9,9:00am-9:59am,9,9:00am-9:59am,23,23,23,23,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,6,Angle,6,Angle,0,No,0,No,2,Intersection,2,Intersection,3,T-Intersection,1,On Roadway,0,,1,Daylight,1,Daylight,10,Cloudy,10,Cloudy,0,No,0,No,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured/Property Damage Only Crash,0,No Person Injured/Property Damage Only Crash,9,Reported as Unknown,2,No Alcohol Involved
202304654460,63,63,16,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,6,Stratum 6 - LMY PV Minor Injury,4135,52.930660016,0,0,1,1,0,1,1,January,1,Sunday,1,Sunday,2023,2023,2,2:00am-2:59am,2,2:00am-2:59am,25,25,25,25,24,Guardrail Face,24,Guardrail Face,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,No,0,No,1,Non-Junction,1,Non-Junction,1,Not an Intersection,3,On Median,0,,2,Dark - Not Lighted,2,Dark - Not Lighted,1,Clear,1,Clear,0,No,0,No,1,Possible Injury (C),1,Possible Injury (C),1,1,1,1,9,Reported as Unknown,2,No Alcohol Involved
202304654467,63,63,16,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,8,Stratum 8 - NLMY PV Minor Injury,4135,131.11775453,0,0,3,3,0,4,1,January,5,Thursday,5,Thursday,2023,2023,7,7:00am-7:59am,7,7:00am-7:59am,44,44,44,44,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,Front-to-Rear,0,No,0,No,1,Non-Junction,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,1,Daylight,1,Daylight,1,Clear,1,Clear,0,No,0,No,1,Possible Injury (C),1,Possible Injury (C),1,1,1,1,9,Reported as Unknown,2,No Alcohol Involved
202304654468,63,63,16,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,9,Stratum 9 - LMY PV No Injuries in Crash,4135,137.52015994,0,0,2,2,0,2,1,January,5,Thursday,5,Thursday,2023,2023,12,12:00pm-12:59pm,12,12:00pm-12:59pm,35,35,35,35,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,Front-to-Rear,0,No,0,No,1,Non-Junction,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,1,Daylight,1,Daylight,1,Clear,1,Clear,0,No,0,No,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured/Property Damage Only Crash,0,No Person Injured/Property Damage Only Crash,9,Reported as Unknown,2,No Alcohol Involved
202304654480,63,63,16,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,10,Stratum 10 - Other,4135,216.81106297,0,0,3,3,0,3,1,January,4,Wednesday,4,Wednesday,2023,2023,17,5:00pm-5:59pm,17,5:00pm-5:59pm,31,31,31,31,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,Front-to-Rear,0,No,0,No,3,Intersection-Related,3,Intersection-Related,2,Four-Way Intersection,1,On Roadway,0,,3,Dark - Lighted,3,Dark - Lighted,1,Clear,1,Clear,0,No,0,No,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured/Property Damage Only Crash,0,No Person Injured/Property Damage Only Crash,9,Reported as Unknown,2,No Alcohol Involved
202304654482,63,63,16,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,8,Stratum 8 - NLMY PV Minor Injury,4135,131.11775453,0,0,1,1,0,1,1,January,5,Thursday,5,Thursday,2023,2023,6,6:00am-6:59am,6,6:00am-6:59am,45,45,45,45,11,Live Animal,11,Live Animal,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,No,0,No,1,Non-Junction,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,4,Dawn,4,Dawn,1,Clear,1,Clear,0,No,0,No,1,Possible Injury (C),1,Possible Injury (C),1,1,1,1,9,Reported as Unknown,2,No Alcohol Involved
202304654622,59,59,10,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,9,Stratum 9 - LMY PV No Injuries in Crash,4137,142.15884183,0,0,2,2,0,2,1,January,1,Sunday,1,Sunday,2023,2023,18,6:00pm-6:59pm,18,6:00pm-6:59pm,55,55,55,55,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,6,Angle,6,Angle,0,No,0,No,3,Intersection-Related,3,Intersection-Related,2,Four-Way Intersection,1,On Roadway,0,,3,Dark - Lighted,3,Dark - Lighted,1,Clear,1,Clear,0,No,0,No,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured/Property Damage Only Crash,0,No Person Injured/Property Damage Only Crash,2,No Alcohol Involved,2,No Alcohol Involved
202304654806,65,65,13,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,2,Stratum 2 - Not a MV Occupant Any Injury,4138,23.350457748,1,1,1,1,0,1,1,January,3,Tuesday,3,Tuesday,2023,2023,11,11:00am-11:59am,11,11:00am-11:59am,58,58,58,58,8,Pedestrian,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,No,0,No,1,Non-Junction,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,1,Daylight,1,Daylight,1,Clear,1,Clear,0,No,0,No,2,Suspected Minor Injury (B),2,Suspected Minor Injury (B),1,1,1,1,9,Reported as Unknown,2,No Alcohol Involved
202304654873,28,28,11,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,6,Stratum 6 - LMY PV Minor Injury,4139,54.461391025,0,0,5,5,0,7,1,January,6,Friday,6,Friday,2023,2023,6,6:00am-6:59am,6,6:00am-6:59am,0,0,0,0,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,7,Sideswipe - Same Direction,0,No,0,No,1,Non-Junction,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,3,Dark - Lighted,3,Dark - Lighted,1,Clear,1,Clear,0,No,1,Yes,2,Suspected Minor Injury (B),2,Suspected Minor Injury (B),5,5,5,5,2,No Alcohol Involved,2,No Alcohol Involved
202304654912,28,28,11,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,9,Stratum 9 - LMY PV No Injuries in Crash,4139,141.34570405,0,0,4,4,0,5,1,January,7,Saturday,7,Saturday,2023,2023,20,8:00pm-8:59pm,20,8:00pm-8:59pm,25,25,25,25,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,7,Sideswipe - Same Direction,0,No,0,No,1,Non-Junction,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,3,Dark - Lighted,3,Dark - Lighted,1,Clear,1,Clear,0,No,1,Yes,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured/Property Damage Only Crash,0,No Person Injured/Property Damage Only Crash,9,Reported as Unknown,2,No Alcohol Involved
202304654975,28,28,11,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,2,Stratum 2 - Not a MV Occupant Any Injury,4139,23.42444426,1,1,1,1,0,1,1,January,2,Monday,2,Monday,2023,2023,18,6:00pm-6:59pm,18,6:00pm-6:59pm,20,20,20,20,15,Non-Motorist on Personal Conveyance,15,Non-Motorist on Personal Conveyance,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,No,0,No,3,Intersection-Related,3,Intersection-Related,3,T-Intersection,1,On Roadway,0,,3,Dark - Lighted,3,Dark - Lighted,1,Clear,1,Clear,0,No,0,No,3,Suspected Serious Injury (A),3,Suspected Serious Injury (A),1,1,1,1,2,No Alcohol Involved,2,No Alcohol Involved
202304654983,28,28,11,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,3,Stratum 3 - Motorcycle Any Injury,4139,26.200051658,0,0,2,2,0,2,1,January,5,Thursday,5,Thursday,2023,2023,17,5:00pm-5:59pm,17,5:00pm-5:59pm,25,25,25,25,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,6,Angle,6,Angle,0,No,0,No,1,Non-Junction,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,1,Daylight,1,Daylight,1,Clear,1,Clear,0,No,0,No,1,Possible Injury (C),1,Possible Injury (C),1,1,1,1,2,No Alcohol Involved,2,No Alcohol Involved
202304655011,12,12,12,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,4,Stratum 4 - LMY PV Serious Injury,4142,11.128151133,0,0,3,3,0,3,1,January,3,Tuesday,3,Tuesday,2023,2023,19,7:00pm-7:59pm,19,7:00pm-7:59pm,54,54,54,54,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,Front-to-Rear,1,Yes,1,Yes,3,Intersection-Related,3,Intersection-Related,3,T-Intersection,1,On Roadway,0,,5,Dusk,5,Dusk,1,Clear,1,Clear,0,No,1,Yes,3,Suspected Serious Injury (A),3,Suspected Serious Injury (A),1,1,1,1,2,No Alcohol Involved,2,No Alcohol Involved
202304655049,12,12,12,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,9,Stratum 9 - LMY PV No Injuries in Crash,4142,141.83585636,0,0,2,2,0,2,1,January,3,Tuesday,3,Tuesday,2023,2023,6,6:00am-6:59am,6,6:00am-6:59am,34,34,34,34,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,6,Angle,6,Angle,1,Yes,1,Yes,18,Through Roadway,18,Through Roadway,1,Not an Intersection,1,On Roadway,0,,3,Dark - Lighted,3,Dark - Lighted,1,Clear,1,Clear,0,No,1,Yes,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured/Property Damage Only Crash,0,No Person Injured/Property Damage Only Crash,2,No Alcohol Involved,2,No Alcohol Involved
202304655061,12,12,12,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,8,Stratum 8 - NLMY PV Minor Injury,4142,135.18572704,0,0,1,1,0,1,1,January,7,Saturday,7,Saturday,2023,2023,4,4:00am-4:59am,4,4:00am-4:59am,21,21,21,21,18,Other Object (not fixed),18,Other Object (not fixed),0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,No,0,No,1,Non-Junction,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,3,Dark - Lighted,3,Dark - Lighted,10,Cloudy,10,Cloudy,0,No,0,No,1,Possible Injury (C),1,Possible Injury (C),1,1,1,1,2,No Alcohol Involved,2,No Alcohol Involved
202304655098,12,12,12,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,6,Stratum 6 - LMY PV Minor Injury,4142,54.442512321,0,0,2,2,0,3,1,January,5,Thursday,5,Thursday,2023,2023,11,11:00am-11:59am,11,11:00am-11:59am,41,41,41,41,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,6,Angle,6,Angle,0,No,0,No,2,Intersection,2,Intersection,2,Four-Way Intersection,1,On Roadway,0,,1,Daylight,1,Daylight,2,Rain,2,Rain,0,No,0,No,1,Possible Injury (C),1,Possible Injury (C),2,2,2,2,2,No Alcohol Involved,2,No Alcohol Involved
202304655111,12,12,12,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,5,Stratum 5 - NLMY PV Serious Injury,4142,26.121574002,0,0,2,2,0,2,1,January,5,Thursday,5,Thursday,2023,2023,17,5:00pm-5:59pm,17,5:00pm-5:59pm,25,25,25,25,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,6,Angle,6,Angle,0,No,0,No,2,Intersection,2,Intersection,2,Four-Way Intersection,1,On Roadway,0,,5,Dusk,5,Dusk,1,Clear,1,Clear,0,No,0,No,3,Suspected Serious Injury (A),3,Suspected Serious Injury (A),1,1,1,1,2,No Alcohol Involved,2,No Alcohol Involved
202304655121,12,12,12,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,10,Stratum 10 - Other,4142,222.0578669,0,0,2,2,0,3,1,January,2,Monday,2,Monday,2023,2023,7,7:00am-7:59am,7,7:00am-7:59am,10,10,10,10,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,6,Angle,6,Angle,0,No,0,No,2,Intersection,2,Intersection,2,Four-Way Intersection,1,On Roadway,0,,4,Dawn,4,Dawn,1,Clear,1,Clear,0,No,0,No,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured/Property Damage Only Crash,0,No Person Injured/Property Damage Only Crash,9,Reported as Unknown,2,No Alcohol Involved
202304655155,75,75,19,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,7,Stratum 7 - M/H Truck or Bus,4144,154.05601341,0,0,2,1,1,1,1,January,7,Saturday,7,Saturday,2023,2023,11,11:00am-11:59am,11,11:00am-11:59am,55,55,55,55,14,Parked Motor Vehicle,14,Parked Motor Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,No,0,No,1,Non-Junction,1,Non-Junction,1,Not an Intersection,7,In Parking Lane/Zone,0,,1,Daylight,1,Daylight,1,Clear,1,Clear,0,No,0,No,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured/Property Damage Only Crash,0,No Person Injured/Property Damage Only Crash,9,Reported as Unknown,2,No Alcohol Involved
202304655156,75,75,19,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,10,Stratum 10 - Other,4144,213.71816658,0,0,1,1,0,1,1,January,1,Sunday,1,Sunday,2023,2023,4,4:00am-4:59am,4,4:00am-4:59am,30,30,30,30,24,Guardrail Face,24,Guardrail Face,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,1,Yes,1,Yes,19,Other location within Interchange Area,19,Other location within Interchange Area,1,Not an Intersection,4,On Roadside,0,,3,Dark - Lighted,3,Dark - Lighted,5,"Fog, Smog, Smoke",5,"Fog, Smog, Smoke",0,No,1,Yes,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured/Property Damage Only Crash,0,No Person Injured/Property Damage Only Crash,2,No Alcohol Involved,2,No Alcohol Involved
202304655183,78,78,10,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,3,Stratum 3 - Motorcycle Any Injury,4146,26.16185831,0,0,2,2,0,3,1,January,1,Sunday,1,Sunday,2023,2023,14,2:00pm-2:59pm,14,2:00pm-2:59pm,8,8,8,8,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,6,Angle,6,Angle,0,No,0,No,3,Intersection-Related,3,Intersection-Related,2,Four-Way Intersection,1,On Roadway,0,,1,Daylight,1,Daylight,1,Clear,1,Clear,0,No,0,No,2,Suspected Minor Injury (B),2,Suspected Minor Injury (B),1,1,1,1,2,No Alcohol Involved,2,No Alcohol Involved
202304655234,78,78,10,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,9,Stratum 9 - LMY PV No Injuries in Crash,4146,141.59880277,0,0,2,2,0,2,1,January,3,Tuesday,3,Tuesday,2023,2023,11,11:00am-11:59am,11,11:00am-11:59am,20,20,20,20,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,Front-to-Rear,0,No,0,No,3,Intersection-Related,3,Intersection-Related,3,T-Intersection,1,On Roadway,0,,1,Daylight,1,Daylight,1,Clear,1,Clear,0,No,0,No,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured/Property Damage Only Crash,0,No Person Injured/Property Damage Only Crash,2,No Alcohol Involved,2,No Alcohol Involved
202304655236,78,78,10,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,10,Stratum 10 - Other,4146,222.24582732,0,0,2,2,0,2,1,January,3,Tuesday,3,Tuesday,2023,2023,12,12:00pm-12:59pm,12,12:00pm-12:59pm,5,5,5,5,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,6,Angle,6,Angle,0,No,0,No,1,Non-Junction,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,1,Daylight,1,Daylight,1,Clear,1,Clear,0,No,0,No,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured/Property Damage Only Crash,0,No Person Injured/Property Damage Only Crash,2,No Alcohol Involved,2,No Alcohol Involved
202304655264,78,78,10,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,6,Stratum 6 - LMY PV Minor Injury,4146,54.478812229,0,0,3,3,0,3,1,January,4,Wednesday,4,Wednesday,2023,2023,6,6:00am-6:59am,6,6:00am-6:59am,43,43,43,43,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,6,Angle,6,Angle,0,No,0,No,2,Intersection,2,Intersection,3,T-Intersection,1,On Roadway,0,,4,Dawn,4,Dawn,10,Cloudy,10,Cloudy,0,No,0,No,2,Suspected Minor Injury (B),2,Suspected Minor Injury (B),3,3,3,3,2,No Alcohol Involved,2,No Alcohol Involved
202304655275,78,78,10,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,2,Stratum 2 - Not a MV Occupant Any Injury,4146,23.300984338,1,1,1,1,0,1,1,January,4,Wednesday,4,Wednesday,2023,2023,12,12:00pm-12:59pm,12,12:00pm-12:59pm,40,40,40,40,9,Pedalcyclist,9,Pedalcyclist,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,No,0,No,3,Intersection-Related,3,Intersection-Related,3,T-Intersection,1,On Roadway,0,,1,Daylight,1,Daylight,1,Clear,1,Clear,0,No,0,No,2,Suspected Minor Injury (B),2,Suspected Minor Injury (B),1,1,1,1,2,No Alcohol Involved,2,No Alcohol Involved
202304655335,78,78,10,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,8,Stratum 8 - NLMY PV Minor Injury,4146,134.67439368,0,0,2,2,0,3,1,January,5,Thursday,5,Thursday,2023,2023,15,3:00pm-3:59pm,15,3:00pm-3:59pm,10,10,10,10,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,6,Angle,6,Angle,0,No,0,No,2,Intersection,2,Intersection,2,Four-Way Intersection,1,On Roadway,0,,1,Daylight,1,Daylight,1,Clear,1,Clear,0,No,0,No,2,Suspected Minor Injury (B),2,Suspected Minor Injury (B),1,1,1,1,2,No Alcohol Involved,2,No Alcohol Involved
202304655364,78,78,10,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,9,Stratum 9 - LMY PV No Injuries in Crash,4146,141.59880277,0,0,2,2,0,3,1,January,6,Friday,6,Friday,2023,2023,13,1:00pm-1:59pm,13,1:00pm-1:59pm,39,39,39,39,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,7,Sideswipe - Same Direction,0,No,0,No,3,Intersection-Related,3,Intersection-Related,3,T-Intersection,1,On Roadway,0,,1,Daylight,1,Daylight,1,Clear,1,Clear,0,No,0,No,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured/Property Damage Only Crash,0,No Person Injured/Property Damage Only Crash,2,No Alcohol Involved,2,No Alcohol Involved
202304655415,78,78,10,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,5,Stratum 5 - NLMY PV Serious Injury,4146,25.739583268,0,0,2,2,0,3,1,January,7,Saturday,7,Saturday,2023,2023,12,12:00pm-12:59pm,12,12:00pm-12:59pm,34,34,34,34,52,Guardrail End,52,Guardrail End,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,No,0,No,1,Non-Junction,1,Non-Junction,1,Not an Intersection,3,On Median,0,,1,Daylight,1,Daylight,1,Clear,1,Clear,0,No,0,No,3,Suspected Serious Injury (A),3,Suspected Serious Injury (A),3,3,3,3,2,No Alcohol Involved,2,No Alcohol Involved
202304655444,78,78,10,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,2,Stratum 2 - Not a MV Occupant Any Injury,4146,23.300984338,1,1,1,1,0,1,1,January,1,Sunday,1,Sunday,2023,2023,10,10:00am-10:59am,10,10:00am-10:59am,27,27,27,27,9,Pedalcyclist,9,Pedalcyclist,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,No,0,No,3,Intersection-Related,3,Intersection-Related,2,Four-Way Intersection,1,On Roadway,0,,1,Daylight,1,Daylight,1,Clear,1,Clear,0,No,0,No,1,Possible Injury (C),1,Possible Injury (C),1,1,1,1,2,No Alcohol Involved,2,No Alcohol Involved
202304655466,78,78,10,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,10,Stratum 10 - Other,4146,222.24582732,0,0,2,2,0,6,1,January,2,Monday,2,Monday,2023,2023,8,8:00am-8:59am,8,8:00am-8:59am,0,0,0,0,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,6,Angle,6,Angle,0,No,0,No,2,Intersection,2,Intersection,3,T-Intersection,1,On Roadway,0,,1,Daylight,1,Daylight,1,Clear,1,Clear,0,No,0,No,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured/Property Damage Only Crash,0,No Person Injured/Property Damage Only Crash,2,No Alcohol Involved,2,No Alcohol Involved
202304655475,78,78,10,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,7,Stratum 7 - M/H Truck or Bus,4146,159.73638376,0,0,2,2,0,3,1,January,2,Monday,2,Monday,2023,2023,12,12:00pm-12:59pm,12,12:00pm-12:59pm,54,54,54,54,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,Front-to-Rear,0,No,0,No,1,Non-Junction,1,Non-Junction,1,Not an Intersection,1,On Roadway,4,"Work Zone, Type Unknown",1,Daylight,1,Daylight,1,Clear,1,Clear,0,No,0,No,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured/Property Damage Only Crash,0,No Person Injured/Property Damage Only Crash,2,No Alcohol Involved,2,No Alcohol Involved
